site	YAL017W	YAR019C	YBL009W	YBL016W	YBL056W	YBL088C	YBR028C	YBR059C	YBR097W	YBR125C	YBR160W	YBR274W	YBR276C	YCR008W	YCR079W	YCR091W	YDL006W	YDL025C	YDL028C	YDL047W	YDL079C	YDL101C	YDL108W	YDL134C	YDL188C	YDL214C	YDL230W	YDR075W	YDR122W	YDR247W	YDR283C	YDR466W	YDR477W	YDR523C	YER129W	YFR014C	YGL021W	YGL059W	YGL179C	YGL180W	YGR040W	YGR123C	YGR188C	YGR203W	YGR262C	YHR030C	YHR076W	YHR082C	YHR135C	YIL035C	YIL042C	YIL095W	YIL113W	YIR026C	YJL095W	YJL106W	YJL128C	YJL164C	YJL165C	YJL187C	YJR059W	YJR066W	YKL048C	YKL101W	YKL116C	YKL126W	YKL139W	YKL161C	YKL166C	YKL168C	YKL171W	YKL198C	YLL010C	YLL019C	YLR019W	YLR096W	YLR113W	YLR240W	YLR248W	YLR362W	YLR433C	YML016C	YML057W	YMR104C	YMR139W	YMR216C	YMR291W	YNL020C	YNL032W	YNL099C	YNL154C	YNL161W	YNL298W	YNL307C	YNR031C	YNR032W	YOL016C	YOL045W	YOL100W	YOL113W	YOL128C	YOR061W	YOR090C	YOR119C	YOR208W	YOR231W	YOR233W	YOR267C	YOR351C	YPL026C	YPL031C	YPL042C	YPL140C	YPL141C	YPL150W	YPL179W	YPL203W	YPL204W	YPL236C	YPR054W	YPR073C	YPR106W	YPR111W	YPR161C
YOL137W_S37_S41	0.054000000000000006				0.203	0.5660000000000001		-1.22							-0.34299999999999997	0.5760000000000001	0.084		0.841													-2.4819999999999998					-0.528	0.145									0.8			0.043				-0.353		0.528	0.632			0.799																0.7879999999999999			-1.215		-0.09	-0.35200000000000004					-1.406															0.489				-0.917				-0.149			0.5820000000000001	-0.013000000000000001									0.27399999999999997	
YOL138C_S1087_S1089					-0.316	-0.40299999999999997				-0.626						0.08800000000000001				0.677				-0.8440000000000001					-0.596										-0.578	0.19399999999999998											0.177																	-0.125					-0.496	-0.366			0.44			-0.43									-0.852																	-0.956																		
YOL138C_S1129_S1133																																																																																																										1.619																		
YOL138C_S128_Y133																																																																																																																-0.057999999999999996												
YOL138C_S946_S950															-0.418																	-1.3769999999999998	-7.8020000000000005					-0.218										0.595											0.8009999999999999		-0.237														-0.049													0.546																		-1.028																		
YOL138C_S946_S958																																																																							0.37799999999999995																																																					
YOL138C_Y1085_S1089														0.114				-1.6030000000000002															-2.645					-0.406						-0.478						-0.166			0.071						0.258												-0.191				-0.285	-0.5920000000000001								0.07200000000000001															0.183		-0.444	-0.27699999999999997																						0.358
YOL145C_S1015_S1017	0.614	-0.369			-0.473	-0.42700000000000005					-0.228	-0.175	-1.456	-0.9609999999999999	0.7959999999999999	0.33		-1.217	-0.92	0.314			-0.067	-0.789	-0.7190000000000001	0.904	-0.014999999999999986		-0.666		-0.113	0.5714999999999999	-1.5835000000000001	-0.301	-0.415	-0.23800000000000002		-1.3375	-0.10950000000000001	-0.01599999999999996	-0.105		-0.486	-0.6990000000000001	-0.009000000000000001						-0.577		0.039	-0.673		0.073	0.6755		0.395	0.99		-0.349		-1.331	-0.31			0.275	-0.9440000000000001	-0.7709999999999999	0.14349999999999996	0.515	-0.5770000000000001	0.44999999999999996	-0.8290000000000001	0.327	0.488			-0.22699999999999998					-0.938	-0.708		2.226	0.20450000000000004			-0.369	0.004			0.285	0.213	0.301	-0.673		-0.5459999999999999	-1.167	-0.607	-0.2935	0.28400000000000003	-0.39749999999999996		-0.37799999999999995	-0.20199999999999999	0.721		0.152	-1.23	-0.1785				0.1985					0.25949999999999995	-0.958
YOL145C_T1013_S1015																																																													-0.805																																													1.12																		
YOL145C_T1013_S1017												-0.125							-0.965	0.632			0.129											-0.804			0.066		0.653												-0.188																	0.884				1.238		1.207			0.35100000000000003												-0.094												0.311														0.545						0.23600000000000002			
YOL158C_S16_C19					-0.586	1.455									-6.047000000000001	1.916		0.284															-1.798				1.036			-0.17800000000000002														-5.567																	-5.926						0.97																													-1.874																		
YOL158C_T17_C19									-1.25				-1.675								-0.132	1.05																-0.079																																		0.171																						0.21899999999999997																														
YOR005C_C632_Y633_Y639_S641			-0.195																																											-0.11599999999999999						-1.5019999999999998																																																																-0.52								
YOR008C_S320_S323_S329																																																												0.084			-0.9129999999999999																																																													
YOR008C_S353_T356	-0.542	-0.496	0.141	0.578	0.09699999999999999	-0.081	0.065		-0.046		0.544	-0.003	0.41100000000000003	-0.025		-0.125	-0.45799999999999996	-0.6679999999999999	0.004		0.19899999999999998	0.33	0.4245	-0.647	-0.08800000000000001			0.115	0.038	-0.401	-0.203	-0.233	-0.877	-0.002	-0.8440000000000001	-0.115		-0.405	0.04	-0.08199999999999999		0.155	-0.365	0.008	0.3525	-0.12300000000000001	-0.024				-1.135		-0.1	-0.16899999999999998			-0.031	0.185	-0.34	-0.198	-1.094	-0.382	-0.384	-0.69	0.275			0.157	-0.835	0.26399999999999996	-0.413	0.3939999999999999	-1.114	0.187	-0.34	-0.037000000000000005		-0.17300000000000001	0.001	-0.46799999999999997	-0.599	-0.993	-0.433	0.092	-0.256	-0.401	-0.37799999999999995	-0.203	-0.213	-0.884	0.08900000000000001	0.569	-0.6609999999999999	0.096	-0.134				-0.34		0.355	-0.562	-0.253		-0.324	-0.636	-0.11599999999999999	-0.039		-0.893	-0.635	-1.149	-0.032	-0.336		-0.48200000000000004	-0.677		-0.068		-0.247	-0.013000000000000001		-0.21899999999999997
YOR014W_S262_S264																-0.1	-2.095																																					-1.52									-3.4810000000000003																-0.722																																													
YOR014W_S263_S264	1.173				-0.172	-0.14800000000000002	0.23600000000000002		-1.18	-0.619		-1.011	-1.35					0.044000000000000004	-0.91		-0.21100000000000002	-0.604	-0.518		-0.07							0.542	2.333	-0.992		0.158	0.8809999999999999		0.325		-0.63		0.40299999999999997								0.47700000000000004				-0.447						1.011							0.405			1.0705			0.612			0.78				0.361		0.73		0.5760000000000001		-1.4409999999999998	0.4395	0.469	-0.49			-0.532	-1.389			0.322	0.38							-0.688	1.619		-0.528		0.86					-6.395					-1.175			-0.011000000000000001	-0.758
YOR014W_S263_S269														1.268						-0.529				-0.32799999999999996	0.12	0.271			0.129				1.739			0.09300000000000001		0.612					0.777		-1.102										-0.025							-0.18600000000000003		-0.091					0.41600000000000004	-1.483		0.226	1.3619999999999999		0.8240000000000001											0.45			-0.07200000000000001				0.045						-0.20199999999999999	-0.205	0.39																				-0.8140000000000001			
YOR014W_T242_T257																										-0.063																																																												0.153																			0.188																			1.4169999999999998
YOR018W_S416_S421																								-1.355																																																	-0.11699999999999999																																																			
YOR018W_S602_S608					0.198	-0.598		-0.759		-1.4180000000000001						-1.169	-0.29													0.316										-0.019																-0.29				0.377																			-0.48200000000000004																												0.8640000000000001												0.049					
YOR018W_S602_S613																																																									-0.22						-0.384																																																			0.406										
YOR018W_S602_T606																				0.067																																																																																																								
YOR018W_S604_S608																																																																													-0.068																				-0.397			-0.044000000000000004																								
YOR018W_S705_S713					-1.141	-1.847																					1.5619999999999998						0.83																							-0.825					-0.121																																			0.4										0.036000000000000004																		
YOR018W_S723_S725																																																									-0.613													0.26					0.17300000000000001										0.17300000000000001																							-0.358						-0.41600000000000004										
YOR018W_T139_S141																																																																																																																												0.23600000000000002
YOR018W_T708_S713																																																																																																																					1.9580000000000002							
YOR022C_S243_T244_S245	-0.36700000000000005	0.26899999999999996	-0.052000000000000005		-0.495	-0.78		-0.765	-1.544	-0.423		0.6890000000000001	1.111	-0.485		-0.8420000000000001		1.14	-0.036000000000000004	-0.32799999999999996	0.168	0.7140000000000001	-0.7959999999999999	-0.01	-0.2			-0.11800000000000001	0.5539999999999999		0.10099999999999999		-0.977	0.9590000000000001	0.111	-0.706		0.34	-0.201	-0.644		-0.7170000000000001	-0.65	1.568	0.141	-0.36		0.596			-0.664	-0.573	-0.129				0.41600000000000004	-0.223	1.063	0.379		1.224		-0.41	-0.248	-0.282		-0.239	-0.18	0.151	-0.495	-0.5870000000000001	2.3680000000000003	-0.506	-0.807	-0.375	0.473	-4.8		0.134			-0.57	1.051	-0.507	-1.319		-0.161	-0.113		-0.557		-0.19399999999999998	0.047	0.245		0.248		1.09		-0.446	0.909	0.34600000000000003				-0.257	-0.002	-0.49200000000000005		-0.322	-0.9279999999999999	0.266	-0.114		-0.565	-0.368		-0.504		0.081	-0.41		0.049
YOR028C_S99_C106																																																															0.213																1.025																																													
YOR042W_S348_S351	-0.843				0.168																																																																														-0.396																																									
YOR042W_S348_T352			-0.401	0.335		-0.68	0.369	0.8370000000000001	1.365							0.079					-0.43700000000000006						-0.75			0.49700000000000005	-0.272				-0.40399999999999997					-0.165							-0.32899999999999996		-0.319					-0.48200000000000004			-0.386	0.674							-0.215	1.92	0.8690000000000001											0.7040000000000001		-0.214	0.336									-1.685			-0.22699999999999998								-0.42	-0.853									0.425								0.45299999999999996					-0.792
YOR042W_S351_T352																									0.314	0.172											-0.14300000000000002																																																				-0.13699999999999998																			-0.809							-0.16699999999999998						-0.016			
YOR042W_T346_S348											0.966																																																		0.086																																		1.8030000000000002	-0.41																												
YOR042W_T346_S351												-0.6920000000000001	-0.161																					-0.153					-0.172		-0.17600000000000002									-1.8730000000000002	-0.5329999999999999												-0.115					-0.509				0.5720000000000001		-0.055999999999999994																								-0.5660000000000001												-1.401														
YOR042W_T346_T352										0.435					-0.65									-1.808					-0.344			-0.604	0.06			-0.42200000000000004							-0.239												0.209	-0.433															-0.605		-1.867		-0.524		0.193					0.098		-0.268			-0.609	0.289									-0.171			-0.215			-0.953			-0.131			0.16			1.171								0.017			-0.87	
YOR042W_T364_T367					-0.528	0.473				-0.522						-0.045								0.503																0.19				3.516						1.389			-0.315				0.07200000000000001		0.4095	0.39399999999999996	-7.781000000000001	2.085		-0.737												0.589			0.401						0.87				-7.479	0.489										0.499			2.3609999999999998		-0.14300000000000002								-0.718	-0.265					-0.10400000000000001					0.698
YOR042W_T364_T369																																													0.021																									0.889																																																						
YOR042W_T367_T369	-0.499	0.226	-0.272	-2.381			0.573	0.6729999999999999		-1.3230000000000002	-4.805	0.151	-1.151		1.194	-0.259	-1.594			-3.488					-0.7340000000000001	0.6679999999999999			0.34700000000000003	0.764	-0.29100000000000004	0.585		-0.6829999999999999	-0.297	-0.11900000000000001	0.892		-0.961			0.429	-0.026000000000000002			-0.327	-0.114			1.3030000000000002	1.149	-0.9279999999999999		-2.687	0.825						0.073		-0.001		-0.591		-1.2329999999999999	-1.89			0.228			-1.604			0.987		1.037	-1.2	0.725	-0.462	1.071				-0.613	0.307	-0.23	-1.3559999999999999	0.332		1.507		-1.794		0.35700000000000004			-0.151	0.45799999999999996	-0.862					-0.046		0.249	-1.5830000000000002	0.573	-1.845			-0.316			0.976		-1.123	0.086		0.19399999999999998	
YOR051C_S30_S33													-1.28	0.09300000000000001			1.675	1.235								0.126						0.043						0.083			0.355			-0.5870000000000001	0.872			-0.385					0.505						-0.9540000000000001		-0.312														0.391	-0.285									0.639	0.396													0.534									0.027000000000000003																
YOR051C_S30_T34	-0.863				-0.275	-0.9079999999999999	0.037000000000000005	1.328	0.349	-0.091		0.3695			-0.593	0.105	0.768		-0.276		0.009000000000000001	0.267	-0.04		-0.161	-0.679	-1.0490000000000002			1.375		-0.3		0.4	-0.204	-0.474		-0.41200000000000003	-0.027999999999999997	-0.08800000000000001			-0.261	-0.664	-0.18			-0.24	-0.084	-0.126	0.018000000000000002		-0.213	-0.13699999999999998		0.057	0.08		-0.498	0.489		-0.36250000000000004	-0.08900000000000001	0.1795		3.6039999999999996		-0.153	-0.135	-0.30400000000000005	-0.545	0.7755000000000001	-1.254	-2.86	-0.615	-0.23800000000000002		0.069		-0.175	-0.6940000000000001	0.325	-0.27399999999999997	0.993	-0.161	-0.115	0.599			0.37			0.027999999999999997		-0.44	-0.831			0.131		0.063	-1.425	-0.22449999999999998		0.391	-0.847		-0.424		-0.21899999999999997			-0.28600000000000003	-0.114	0.057999999999999996				1.114	0.0	0.4005		-0.514	
YOR052C_S58_S61																																																																																																										0.28600000000000003																		0.067
YOR054C_S223_S225																		-7.077000000000001		0.026000000000000002																																		-6.9239999999999995																																																																						
YOR054C_S223_S229																	-0.519																																																																																																											
YOR054C_S65_T80					-1.133	-0.418				-2.057						-1.094																																																																																																												
YOR054C_T224_S225																																																																													-0.696																				-0.08199999999999999			-0.028999999999999998																								
YOR056C_S146_S148																																																																																																			1.048																									
YOR057W_S168_S171																	1.6780000000000002																																					-0.509						-0.441			-0.198																																																													
YOR062C_T129_T131																																																																																																																					-1.643							
YOR066W_S268_S279																																																					-0.16899999999999998																																																																							
YOR070C_S87_S91												-0.606						-0.69	0.124				-0.507											-0.387														0.087		-0.7979999999999999			-0.042						0.564										-0.177		-0.135					-0.105																			-0.442				0.264																						-0.022000000000000002			-0.044000000000000004
YOR070C_S87_Y90														0.813										-0.529														-0.10400000000000001													0.35700000000000004																						-0.5870000000000001											-0.053																		-0.6559999999999999																						
YOR083W_S113_S115					-0.46					-0.34					0.174	-0.406	0.028999999999999998															-0.284	-1.962							-0.465													-0.19	-0.8909999999999999						0.21899999999999997	-0.47700000000000004		-0.16								0.06					0.33			0.21600000000000003						0.37200000000000005			-0.177				0.16699999999999998												-0.594		-0.669								-0.065										-0.767
YOR083W_S154_S156	-0.008000000000000007	0.174	0.49	-0.09	-0.079	-0.23600000000000002	0.34299999999999997	-0.633			-3.975	0.21		-0.37		-0.564	-0.912	-0.08299999999999999		-2.437			-0.94	-0.44799999999999995	-0.8779999999999999		0.7929999999999999	0.361	0.413	-0.34299999999999997	0.4025	0.0	-0.992	0.7609999999999999	-0.1805	-0.3305		-0.306	0.27549999999999997	-0.10450000000000001	-0.016000000000000004	-0.24600000000000002	-0.7115	-0.21899999999999997	-1.136	0.01	-0.10300000000000001	0.6679999999999999		-0.1145	-0.201	0.29	-0.010000000000000009	-1.196			0.20400000000000001	-0.084	0.614	-0.154		0.023	-0.29	-0.525	0.372	-2.077	-1.002	0.1225	0.151	0.486	-0.0255	-1.271	-0.17800000000000002	-0.097	0.22699999999999998	0.04749999999999999	0.8095		-0.222	-0.238	-0.24	-0.006999999999999999	0.10650000000000001	0.8185	0.07600000000000001	-0.45099999999999996	0.2735	-0.314	-1.3544999999999998	-0.4375	-0.15550000000000003		0.061		0.861	-0.162	0.27649999999999997	-1.295	-0.086	0.386	0.18899999999999997	-0.35250000000000004	0.125		0.261	-0.8335	-0.36474999999999996	0.424	-0.41899999999999993	0.273	-0.46	-0.5830000000000001	-0.207	-0.788	-0.565	-0.006	0.324		-0.154		0.508	-0.021	0.5005000000000001	-0.47100000000000003
YOR083W_S161_T164	0.446		-0.22399999999999998				0.5710000000000001		-0.71			0.331	-0.958	-0.368				-0.096			-0.264	0.14300000000000002		-0.15	-0.526	0.043	0.878		0.28800000000000003	0.39299999999999996		0.226		0.5589999999999999	-0.35200000000000004	0.106	-0.27899999999999997	-0.309			-0.052000000000000005		-0.525	-0.22	-1.161	-0.675	-0.493		0.8640000000000001	-1.3459999999999999	-0.078	-0.519			0.11599999999999999			0.24600000000000002	6.303999999999999		0.17300000000000001	0.061		-0.254				-1.4080000000000001	-0.156	0.39899999999999997	-0.467	-1.4169999999999998	0.9840000000000001	-0.6609999999999999	0.26899999999999996	-0.39399999999999996	0.612	-0.9159999999999999			-0.057	-0.557	0.381	0.64	0.4755	-0.413	1.081	0.248					0.32299999999999995	0.08900000000000001		-0.125	0.053	-0.9470000000000001	-0.142	0.10800000000000001	0.273	-0.501	0.384		0.162	-0.777		0.5329999999999999		2.772					-0.7559999999999999	-0.435	0.245			0.45249999999999996	0.271		0.159	
YOR083W_S78_S81_S88												-0.773		0.877	0.8690000000000001														0.086			1.025	0.6970000000000001	-0.397			0.33799999999999997	1.173																																	0.924		-0.344				0.871											1.061									-0.943					-0.20199999999999999				0.8140000000000001															-0.239			
YOR083W_S78_S88																			-0.519																																																																																																									
YOR083W_S78_T80_S88																																																																																																																						-0.002						
YOR083W_T57_S59_S62	0.05				0.02	-2.096				-6.181		0.40700000000000003				-1.078		-1.147						0.294					1.178					0.428	-0.35700000000000004	-0.245			0.583	-1.2570000000000001	-0.253		-1.61	-0.113	-1.536		0.774			0.861	0.384		-0.501				0.484		0.45899999999999996	-0.025		0.16399999999999998	-0.46299999999999997	-0.62				0.39	0.006999999999999999	0.12300000000000001			0.079	0.16	0.14300000000000002	-0.348	0.774			0.213			0.442	1.051		-0.41100000000000003	-0.009000000000000001		-1.1420000000000001	-0.053			0.035		0.368		0.08199999999999999			0.348	0.035	0.266	0.113		1.942									-0.8170000000000001							0.389		0.8270000000000001	
YOR083W_T57_S59_T67													-0.9570000000000001													-0.11199999999999999	0.774							0.7929999999999999											-0.8640000000000001								-0.177						0.674											-0.28					-0.335	0.45799999999999996									0.13699999999999998	-0.33799999999999997									0.604			-1.531							0.759			0.213																
YOR083W_T57_S62_T67								-0.278						-1.371	-0.69								-0.664									-0.249	-2.552																																																				0.578																																		-0.134					
YOR083W_T79_S81_S88																		1.089	-0.552																																																																																																									
YOR083W_T79_T80_S88		0.511																																																																			0.062																							0.16												-0.111																				-0.7509999999999999
YOR083W_T80_S81_S88																																																									2.603				-8.087																		1.8330000000000002																																													
YOR092W_S291_T297_T298																																																																																									0.455																																			
YOR092W_S312_S316																																																																																									-0.004										-0.722																									
YOR092W_T389_S395														-2.298																								0.2575																																-0.324		0.434			-1.5959999999999999														1.472																									-0.461										
YOR092W_T389_T393																0.355																																																																																			-0.875																									
YOR098C_C155_T156_S161																																																									0.598																																																																			
YOR098C_S36_S37									-1.095												-0.402	-0.006																																																								-1.5519999999999998																1.103																														
YOR098C_S765_S767																								-0.105																																																																																																				
YOR098C_S765_T769																	-0.255																																											-1.9069999999999998																	-0.10400000000000001		-0.8320000000000001																		-0.6729999999999999			0.003													-2.003	-0.49200000000000005										
YOR098C_S767_T769																				0.607																									0.175																																																																															
YOR101W_S198_S199																																			-0.943												-0.203																																			-0.032																																										
YOR101W_S261_S271											0.5760000000000001												-0.109																																																																	-0.209				0.28300000000000003												0.013000000000000001														0.085						
YOR101W_T197_S199																												0.27399999999999997				-0.159	-0.172																									0.419																																																																-0.042		
YOR134W_T402_S405																																																													-0.787																																													1.422																		
YOR140W_S579_S582																																	1.8045																																																																									-0.389																		
YOR140W_S590_T595	1.555				-0.35200000000000004	-0.318				-0.139			-0.512		0.534	0.391	-0.5369999999999999			0.34600000000000003							0.20800000000000002	1.247		0.184		2.1519999999999997	2.501		0.221	0.406			1.392	-0.392	0.544				-0.138	0.544	-0.59				0.527	0.63		-0.34		0.11199999999999999	-0.609	1.431		-1.058	0.551		-0.948					0.983	1.561	1.055	0.758			0.895	2.0269999999999997		-0.127		-0.861	0.573			1.412		1.91		-0.32799999999999996	0.38299999999999995								-0.14800000000000002	-0.08	-0.9840000000000001		-0.254			-0.42100000000000004		0.379	0.973				-0.449			-1.369	-0.245		0.131	-0.951		-0.094			0.545	-0.426	
YOR140W_S744_T746_S747						-3.028																																																																																																																						
YOR144C_S360_Y364_S368						1.33																																																																																																																						
YOR153W_S737_T738_C742																	-0.97																																														-1.101																																																													
YOR153W_S837_S840																2.475																								-0.57	-0.09699999999999999						1.28																																																	0.35	0.281	0.34600000000000003																										
YOR153W_S837_S840_S841	0.01				-1.083	-1.7480000000000002	-0.525			-1.632			-0.8		-0.8740000000000001	1.955	0.192							-1.455					-0.627			-0.595	-2.0980000000000003			-0.774	0.8490000000000001		-0.43700000000000006	-0.247	-0.42700000000000005		-0.29600000000000004							0.18	0.778				-2.625	1.395					-1.6		0.064					-0.27899999999999997			-0.915		0.087	0.317			0.335		-0.555		-1.91		0.105					0.17	0.109	0.8959999999999999							0.156	0.528				-2.28				-0.746				0.579										-0.38799999999999996			0.885	
YOR153W_S837_S841						-0.342																										-0.545	-7.1739999999999995																							2.265																																																														-0.037000000000000005						
YOR153W_S840_S841																																																																																																				-0.134																								
YOR162C_T97_Y98					-0.13699999999999998			-0.8809999999999999																						-0.858																																																																																														
YOR173W_S58_S63																																													2.01																																																																															
YOR173W_S58_T64																																	2.053																																																																									2.4459999999999997																		
YOR173W_S60_S63		-0.769								-2.6639999999999997																																					-0.852									-0.34700000000000003																																				-0.013999999999999999								-2.398		-0.04		0.7909999999999999						2.068			1.4809999999999999				0.408							
YOR173W_S60_T64				-1.584																																																																																																											-1.12													
YOR173W_S63_T64															0.597				-0.614				2.25										2.513						1.264												0.34			-4.003														-0.546						1.3319999999999999						0.833									1.84								-2.5989999999999998									1.0959999999999999												-0.765						-0.927
YOR174W_T237_S242		1.003							-0.284										-0.606			-0.22399999999999998						-0.314																														0.265																															0.141					0.882																							0.835	0.59				0.6629999999999999		
YOR174W_T237_T248																																																																									-0.64																						0.7609999999999999																													
YOR174W_T240_S242																																									-0.037000000000000005																																																									0.746																										
YOR175C_S605_S610		-0.09699999999999999									-0.258															0.168																							0.092												-0.996																												0.439															0.488											0.054000000000000006									-0.355
YOR178C_S58_C64																															-0.08																																		-0.23600000000000002	-0.693																																																										
YOR188W_C833_S835					-0.418	-0.34	-0.24		-0.539	-1.034				-0.23		-0.779		-0.252	-0.14400000000000002		0.349	0.547	-1.058	-0.971	-1.36				0.006999999999999999			0.207	-1.278	-1.139	0.348	0.051		0.08199999999999999	-0.36	0.066			-0.593	-0.474	-1.258		-0.107	-0.203		-0.214	-0.5770000000000001		0.017	-1.4069999999999998			0.9259999999999999		0.317	0.716	-0.723	0.5920000000000001	0.578	-0.44	0.057999999999999996			0.087	-0.889	-0.601	-0.841	-1.778	0.335	-0.251	0.11599999999999999	-0.27	0.7609999999999999	-0.825		-0.249			-0.737	-0.278	-0.051		-0.527	0.007500000000000007	-0.647	-0.547	-0.616		0.023	0.706	-0.764		0.483		0.07400000000000001			-0.11199999999999999	0.331		0.235	-0.604	-0.8640000000000001	-0.054000000000000006				-2.055	0.882						0.135		-0.708		0.021	-0.008
YOR188W_Y774_Y793_S794																																															-0.27																																																																													
YOR195W_C26_S27																						-1.847																										1.036											0.511																																																																	
YOR195W_S141_S155										0.493										1.237												0.11900000000000001																			2.016																																					0.98					8.506																	-0.024														
YOR204W_C257_S263											-1.624																																																																																																																	0.18899999999999997
YOR204W_S535_S539					-0.42	-0.509				0.631		-0.086		-0.626		0.039	0.8	-2.1180000000000003		4.239				0.311					-0.517				0.531	0.023		-0.436		-1.295	-0.228	-0.508			0.623		-0.524						0.126		0.115			-0.08900000000000001	0.10800000000000001		0.642	0.13			-0.32899999999999996					-0.85	-2.059	-0.34299999999999997		2.004		-0.064	0.35200000000000004	0.069	1.199		-0.835	-0.78				0.061					-1.725	0.754			0.284				0.001		-0.424	0.335		-0.59				-1.0190000000000001							-1.5759999999999998	-0.091					-0.79		0.43700000000000006			
YOR204W_S535_S539_S541																																	-0.212																												0.821																																																															
YOR204W_S535_S539_S543																								0.95					-0.867																												0.569													-0.387		3.38			1.8119999999999998																																							0.809										
YOR204W_S539_S541	-0.038	-0.715	-0.6940000000000001	-0.9129999999999999							0.389		0.851		-0.028999999999999998		0.604			1.422							-0.45	-0.789				-0.11199999999999999					-0.114				-0.32799999999999996					-0.611						-0.212			0.38	-0.8009999999999999		-0.687					0.27399999999999997				-0.9309999999999999												-0.168			-1.395									-0.589					0.29100000000000004		-1.314		0.7170000000000001					-0.765	-0.441	0.664									-0.755		1.3359999999999999		0.19899999999999998		-0.733		
YOR204W_S539_S543		-1.61					-0.138				0.424	0.39299999999999996	-1.329	0.743				-0.976								-2.597	-0.115			0.897			-1.969	0.42		-0.364		0.139			-0.46399999999999997			0.856	-0.15949999999999998					0.6					0.33						-0.263	0.773		0.222					-0.59	-0.285		1.541			0.598						-0.33			0.31949999999999995		-0.035	-1.016		-2.197			0.44				0.111		-2.957					0.42500000000000004		-2.0540000000000003	-3.762		0.149									-1.413	1.2670000000000001			0.509			-0.643
YOR204W_S541_S543								0.586											0.22399999999999998				-2.3369999999999997								-0.057				-0.368				-0.321				1.09								0.5		-0.046						1.892						0.185	0.049		-0.14400000000000002						0.09300000000000001		0.312	0.605			0.218			0.187		0.272														1.3459999999999999										0.038		-1.389	-0.46799999999999997					-1.203							
YOR204W_S572_S576	0.542	-0.541	-0.96	-1.051	-0.7559999999999999	-1.4669999999999999	0.525	0.488		-0.20800000000000002	0.6409999999999999	-1.0190000000000001	-0.047		-1.352	-0.638	0.925		0.055	2.9619999999999997			-1.42	-0.152		0.251	0.22699999999999998	-0.851	-0.11	0.465	0.045	-0.316	0.21300000000000002	-0.158	-0.019	0.242	0.36		0.5720000000000001	-1.321	-0.245	-0.455	1.368	0.302		-0.325	0.077		-4.1339999999999995		1.031	-0.521		0.006999999999999999		-0.6779999999999999	-0.063	-1.386		0.18600000000000003	0.752		0.092		0.175	0.5429999999999999	-0.617	0.21100000000000002	1.4480000000000002		-1.0215		0.37	0.263			0.45799999999999996	-0.06	-0.551	0.25	-0.278	-0.43799999999999994	0.802	0.691			-1.079	0.2445	-0.951	-0.8590000000000001	-0.324	0.32299999999999995			-0.405	-0.076	0.13	-0.5345	1.075	-0.254		0.172		0.402	0.22699999999999998	-0.982	-0.079		0.217	0.48700000000000004		-0.8320000000000001	0.7709999999999999			-0.623	-1.136	1.073	-0.226		0.16399999999999998	-0.924	0.623	-0.41
YOR207C_S229_T231_T235														-1.548										0.674					0.945	-1.594						-0.6990000000000001		-0.517	-0.213				-0.835																	-0.258								-0.446			-1.036		-0.04												-1.135			0.212											-1.128		-0.17																		-0.54					
YOR217W_T38_S40	-0.578	0.047				-0.297	0.024				0.08	0.21			-0.134	-0.146	-0.452		-0.361					0.008			0.545		0.16				-0.5760000000000001	-0.027000000000000003	0.032	-0.122	-0.361		-0.005		0.025						-0.479				0.231			-0.026000000000000002		-1.1425				1.338	-0.158	-0.073		0.11	-0.006	-0.252		0.096	0.381		-0.349		-0.465	-0.603			-0.266			-0.221	-0.8959999999999999	-1.0270000000000001		-0.4			0.336	-0.303	-0.49200000000000005	0.1		-0.9359999999999999	0.066		-0.28300000000000003		0.005	-0.040999999999999995		0.49700000000000005		-2.128	-0.042	-0.64	0.732	-0.5760000000000001			-0.48700000000000004	-0.24600000000000002		-0.501	2.356					0.516			-0.45399999999999996		-0.05	-0.284
YOR219C_Y467_S472																																												-0.408																		0.826		1.2890000000000001																																																												
YOR220W_S102_S110																																																																													-0.792																				-1.18			-1.3659999999999999																								
YOR220W_S104_S110																																	2.5660000000000003																	-0.6459999999999999						-1.8119999999999998					0.6779999999999999																			0.355																																												
YOR220W_S143_S160																														1.4680000000000002																-8.42																																																																						-8.527000000000001								
YOR220W_S149_S160														-0.005										0.294														-0.068					0.308	0.315			0.225																									0.19	-0.526																																			0.08800000000000001																
YOR220W_S150_S160								0.40399999999999997										-0.825									0.5660000000000001																										-0.19399999999999998																																											0.125			0.53																				0.086		0.107			
YOR220W_S152_S157																												-9.07																																																																																									-9.294					-9.088		
YOR220W_S152_S160	-0.6859999999999999				0.305	-0.396	-0.16399999999999998					1.001	0.745		-0.501	-0.527			-0.336											0.366				0.40700000000000003					-0.185	-0.17300000000000001		0.794								-0.27399999999999997	0.225			-0.27399999999999997		-0.775						-0.005		0.302				-0.161						0.377			-0.753		-0.203				0.725		-1.03		0.7190000000000001					0.332	1.1320000000000001				0.053			0.078	-0.20800000000000002		0.32899999999999996	0.604		0.26				0.257								0.306					0.371	
YOR220W_S156_S160												0.725												-0.265										0.073					-0.574				-0.318				-1.2109999999999999		-0.7		-0.027000000000000003										0.085							-0.851			-1.146		-1.915	-0.152														0.028999999999999998					0.762																											0.302	0.161			
YOR220W_S185_S190				0.193																																																																																																																								
